symbol,strike,type,openInterest,impliedVolatility,delta_barchart,gamma_barchart,theta_barchart,vega_barchart,expiration,spot,contract_multiplier
NQ,26000.0,put,1035.0,0.5598,-0.0168,0.0,-10.0074,1.093,2026-09-17,28922.5,20.0
NQ,26100.0,put,224.0,0.5204,-0.0139,0.0,-7.8826,0.9278,2026-09-17,28922.5,20.0
NQ,26200.0,put,168.0,0.525,-0.0178,0.0,-9.8516,1.1486,2026-09-17,28922.5,20.0
NQ,26250.0,put,122.0,0.5002,-0.0153,0.0,-8.2514,1.0111,2026-09-17,28922.5,20.0
NQ,26300.0,put,108.0,0.4918,-0.0156,0.0,-8.2173,1.0246,2026-09-17,28922.5,20.0
NQ,26350.0,put,23.0,0.4947,-0.0178,0.0,-9.294,1.1515,2026-09-17,28922.5,20.0
NQ,26400.0,put,462.0,0.4861,-0.0181,0.0,-9.2532,1.1672,2026-09-17,28922.5,20.0
NQ,26450.0,put,24.0,0.5197999999999999,-0.0274,0.0,-14.0422,1.6526,2026-09-17,28922.5,20.0
NQ,26500.0,put,808.0,0.49810000000000004,-0.0249,0.0,-12.4407,1.5295,2026-09-17,28922.5,20.0
NQ,26550.0,put,190.0,0.4559,-0.0182,0.0,-8.6954,1.171,2026-09-17,28922.5,20.0
NQ,26600.0,put,70.0,0.4535,-0.0198,0.0,-9.2938,1.2583,2026-09-17,28922.5,20.0
NQ,26650.0,put,138.0,0.515,-0.0377,0.0001,-18.1522,2.1555,2026-09-17,28922.5,20.0
NQ,26700.0,put,135.0,0.44530000000000003,-0.0226,0.0,-10.2266,1.4101,2026-09-17,28922.5,20.0
NQ,26750.0,put,153.0,0.44329999999999997,-0.0247,0.0,-10.9656,1.5188,2026-09-17,28922.5,20.0
NQ,26800.0,put,126.0,0.4618,-0.0327,0.0001,-14.4292,1.9153,2026-09-17,28922.5,20.0
NQ,26850.0,put,104.0,0.4188,-0.0239,0.0001,-10.0598,1.4769,2026-09-17,28922.5,20.0
NQ,26900.0,put,115.0,0.43920000000000003,-0.0327,0.0001,-13.7288,1.9182,2026-09-17,28922.5,20.0
NQ,26950.0,put,33.0,0.40590000000000004,-0.0262,0.0001,-10.5235,1.595,2026-09-17,28922.5,20.0
NQ,27000.0,put,1748.0,0.44789999999999996,-0.0431,0.0001,-17.5505,2.4019,2026-09-17,28922.5,20.0
NQ,27050.0,put,84.0,0.42310000000000003,-0.0387,0.0001,-15.1635,2.2006,2026-09-17,28922.5,20.0
NQ,27100.0,put,159.0,0.43229999999999996,-0.0463,0.0001,-17.9294,2.5439,2026-09-17,28922.5,20.0
NQ,27150.0,put,65.0,0.3925,-0.0362,0.0001,-13.2807,2.0818,2026-09-17,28922.5,20.0
NQ,27200.0,put,142.0,0.40869999999999995,-0.0467,0.0001,-17.0512,2.5625,2026-09-17,28922.5,20.0
NQ,27250.0,put,417.0,0.4252,-0.0587,0.0001,-21.2871,3.07,2026-09-17,28922.5,20.0
NQ,27300.0,put,259.0,0.3936,-0.0508,0.0001,-17.531,2.7376,2026-09-17,28922.5,20.0
NQ,27350.0,put,255.0,0.4115,-0.0644,0.0001,-22.143,3.3017,2026-09-17,28922.5,20.0
NQ,27400.0,put,129.0,0.4097,-0.07,0.0001,-23.5061,3.5199,2026-09-17,28922.5,20.0
NQ,27450.0,put,26.0,0.4018,-0.0729,0.0001,-23.7889,3.6336,2026-09-17,28922.5,20.0
NQ,27500.0,put,1352.0,0.3924,-0.0753,0.0001,-23.8018,3.7246,2026-09-17,28922.5,20.0
NQ,27550.0,put,47.0,0.3912,-0.0822,0.0001,-25.3633,3.9803,2026-09-17,28922.5,20.0
NQ,27600.0,put,407.0,0.3856,-0.0873,0.0002,-26.132,4.1609,2026-09-17,28922.5,20.0
NQ,27650.0,put,98.0,0.38079999999999997,-0.0931,0.0002,-27.0694,4.3651,2026-09-17,28922.5,20.0
NQ,27700.0,put,613.0,0.3519,-0.0851,0.0002,-23.3551,4.0846,2026-09-17,28922.5,20.0
NQ,27720.0,put,3.0,0.30079999999999996,-0.0579,0.0001,-14.7587,3.0367,2026-09-17,28922.5,20.0
NQ,27750.0,put,100.0,0.3003,-0.0623,0.0002,-15.6155,3.2176,2026-09-17,28922.5,20.0
NQ,27770.0,put,2.0,0.3446,-0.0936,0.0002,-24.5231,4.3817,2026-09-17,28922.5,20.0
NQ,27800.0,put,167.0,0.3378,-0.0951,0.0002,-24.328,4.4362,2026-09-17,28922.5,20.0
NQ,27820.0,put,7.0,0.2912,-0.0684,0.0002,-16.2625,3.4589,2026-09-17,28922.5,20.0
NQ,27850.0,put,58.0,0.2863,-0.0707,0.0002,-16.3892,3.5462,2026-09-17,28922.5,20.0
NQ,27870.0,put,1.0,0.32299999999999995,-0.0998,0.0002,-24.0695,4.5953,2026-09-17,28922.5,20.0
NQ,27900.0,put,177.0,0.3653,-0.1345,0.0002,-33.7705,5.6789,2026-09-17,28922.5,20.0
NQ,27950.0,put,92.0,0.275,-0.0828,0.0002,-17.7372,3.9992,2026-09-17,28922.5,20.0
NQ,28000.0,put,2370.0,0.32630000000000003,-0.1329,0.0003,-29.8325,5.6324,2026-09-17,28922.5,20.0
NQ,28020.0,put,11.0,0.2615,-0.0883,0.0002,-17.6855,4.1985,2026-09-17,28922.5,20.0
NQ,28050.0,put,43.0,0.2601,-0.0946,0.0002,-18.5074,4.4173,2026-09-17,28922.5,20.0
NQ,28070.0,put,6.0,0.267,-0.1056,0.0003,-20.6103,4.7865,2026-09-17,28922.5,20.0
NQ,28100.0,put,226.0,0.3492,-0.1765,0.0003,-38.6119,6.7945,2026-09-17,28922.5,20.0
NQ,28120.0,put,9.0,0.2482,-0.103,0.0003,-18.7759,4.7033,2026-09-17,28922.5,20.0
NQ,28150.0,put,30.0,0.3106,-0.1642,0.0003,-32.6876,6.4872,2026-09-17,28922.5,20.0
NQ,28170.0,put,13.0,0.2413,-0.1115,0.0003,-19.3141,4.9792,2026-09-17,28922.5,20.0
NQ,28200.0,put,193.0,0.3452,-0.2044,0.0003,-41.7691,7.4369,2026-09-17,28922.5,20.0
NQ,28220.0,put,8.0,0.2345,-0.121,0.0003,-19.8645,5.2751,2026-09-17,28922.5,20.0
NQ,28250.0,put,309.0,0.3431,-0.2195,0.0003,-43.2888,7.7539,2026-09-17,28922.5,20.0
NQ,28270.0,put,27.0,0.2279,-0.1319,0.0004,-20.5015,5.6039,2026-09-17,28922.5,20.0
NQ,28300.0,put,132.0,0.3206,-0.2221,0.0004,-40.6553,7.806,2026-09-17,28922.5,20.0
NQ,28320.0,put,20.0,0.2212,-0.144,0.0004,-21.1072,5.9492,2026-09-17,28922.5,20.0
NQ,28350.0,put,13.0,0.24960000000000002,-0.1847,0.0004,-28.13,6.9927,2026-09-17,28922.5,20.0
NQ,28370.0,put,19.0,0.2139,-0.1569,0.0004,-21.5816,6.2985,2026-09-17,28922.5,20.0
NQ,28400.0,put,168.0,0.2943,-0.2424,0.0004,-39.0845,8.1939,2026-09-17,28922.5,20.0
NQ,28420.0,put,9.0,0.2187,-0.185,0.0005,-24.5512,6.9975,2026-09-17,28922.5,20.0
NQ,28450.0,put,47.0,0.2095,-0.1895,0.0005,-23.8271,7.1028,2026-09-17,28922.5,20.0
NQ,28470.0,put,13.0,0.2727,-0.257,0.0005,-37.2683,8.4531,2026-09-17,28922.5,20.0
NQ,28500.0,put,1001.0,0.28559999999999997,-0.2798,0.0004,-40.7969,8.8219,2026-09-17,28922.5,20.0
NQ,28520.0,put,6.0,0.192,-0.207,0.0006,-22.9641,7.4924,2026-09-17,28922.5,20.0
NQ,28550.0,put,55.0,0.2894,-0.3052,0.0005,-43.0604,9.1864,2026-09-17,28922.5,20.0
NQ,28570.0,put,13.0,0.1819,-0.225,0.0006,-22.7779,7.8641,2026-09-17,28922.5,20.0
NQ,28600.0,put,343.0,0.2785,-0.3231,0.0005,-42.404,9.413,2026-09-17,28922.5,20.0
NQ,28620.0,put,2.0,0.171,-0.2453,0.0007,-22.3991,8.2472,2026-09-17,28922.5,20.0
NQ,28650.0,put,41.0,0.16210000000000002,-0.2562,0.0008,-21.6733,8.4396,2026-09-17,28922.5,20.0
NQ,28670.0,put,9.0,0.1585,-0.2673,0.0008,-21.6299,8.6245,2026-09-17,28922.5,20.0
NQ,28700.0,put,182.0,0.2737,-0.3722,0.0005,-43.8566,9.9173,2026-09-17,28922.5,20.0
NQ,28720.0,put,4.0,0.15810000000000002,-0.3081,0.0008,-23.0666,9.2248,2026-09-17,28922.5,20.0
NQ,28750.0,put,130.0,0.267,-0.3968,0.0006,-43.5513,10.1066,2026-09-17,28922.5,20.0
NQ,28770.0,put,2.0,0.1483,-0.3431,0.0009,-22.516,9.6392,2026-09-17,28922.5,20.0
NQ,28800.0,put,290.0,0.25920000000000004,-0.4227,0.0006,-42.863,10.2616,2026-09-17,28922.5,20.0
NQ,28820.0,put,11.0,0.1352,-0.382,0.0011,-21.157,9.9979,2026-09-17,28922.5,20.0
NQ,28850.0,put,248.0,0.1258,-0.4088,0.0012,-19.9369,10.1842,2026-09-17,28922.5,20.0
NQ,28870.0,put,7.0,0.12560000000000002,-0.4324,0.0012,-20.1147,10.3081,2026-09-17,28922.5,20.0
NQ,28900.0,put,143.0,0.25,-0.4807,0.0006,-41.9582,10.4457,2026-09-17,28922.5,20.0
NQ,28920.0,put,18.0,0.22190000000000001,-0.4931,0.0007,-37.0817,10.4563,2026-09-17,28922.5,20.0
NQ,28950.0,put,95.0,0.1195,-0.5307,0.0013,-19.1501,10.4264,2026-09-17,28922.5,20.0
NQ,28970.0,put,24.0,0.09609999999999999,-0.5705,0.0016,-14.8068,10.2934,2026-09-17,28922.5,20.0
NQ,29000.0,put,862.0,0.2408,-0.5433,0.0006,-40.0591,10.3955,2026-09-17,28922.5,20.0
NQ,29020.0,put,23.0,0.23010000000000003,-0.5588,0.0007,-37.9642,10.3432,2026-09-17,28922.5,20.0
NQ,29050.0,put,82.0,0.2468,-0.5724,0.0006,-40.581,10.284,2026-09-17,28922.5,20.0
NQ,29070.0,put,24.0,0.0369,-0.9335,0.0013,0.5589,3.3711,2026-09-17,28922.5,20.0
NQ,29100.0,put,192.0,0.24059999999999998,-0.6052,0.0006,-38.6789,10.0909,2026-09-17,28922.5,20.0
NQ,29120.0,put,16.0,0.0,-0.6277,0.0007,-34.7701,9.9152,2026-09-17,28922.5,20.0
NQ,29150.0,put,86.0,0.2518,-0.6289,0.0006,-39.7382,9.9049,2026-09-17,28922.5,20.0
NQ,29170.0,put,6.0,0.0,-0.6596,0.0006,-33.5718,9.6072,2026-09-17,28922.5,20.0
NQ,29200.0,put,346.0,0.2465,-0.6603,0.0006,-37.5527,9.5997,2026-09-17,28922.5,20.0
NQ,29250.0,put,218.0,0.2693,-0.6723,0.0005,-40.5676,9.4642,2026-09-17,28922.5,20.0
NQ,29270.0,put,12.0,0.0,-0.7196,0.0006,-30.562,8.8264,2026-09-17,28922.5,20.0
NQ,29300.0,put,77.0,0.1796,-0.7836,0.0006,-20.8399,7.6836,2026-09-17,28922.5,20.0
NQ,29320.0,put,14.0,0.0,-0.7475,0.0005,-28.8096,8.3696,2026-09-17,28922.5,20.0
NQ,29350.0,put,127.0,0.151,-0.8554,0.0006,-12.6173,5.9558,2026-09-17,28922.5,20.0
NQ,29370.0,put,6.0,0.0,-0.7738,0.0005,-26.9352,7.8802,2026-09-17,28922.5,20.0
NQ,29400.0,put,164.0,0.19440000000000002,-0.8203,0.0005,-19.9719,6.8654,2026-09-17,28922.5,20.0
NQ,29420.0,put,9.0,0.0,-0.7985,0.0005,-24.9719,7.367,2026-09-17,28922.5,20.0
NQ,29450.0,put,85.0,0.0,-0.8124,0.0005,-23.7649,7.0513,2026-09-17,28922.5,20.0
NQ,29470.0,put,15.0,0.0,-0.8214,0.0004,-22.9525,6.8388,2026-09-17,28922.5,20.0
NQ,29500.0,put,467.0,0.2016,-0.8573,0.0004,-17.4336,5.9021,2026-09-17,28922.5,20.0
NQ,29520.0,put,1.0,0.0,-0.8425,0.0004,-20.9086,6.3041,2026-09-17,28922.5,20.0
NQ,29550.0,put,130.0,0.0,-0.8544,0.0004,-19.683,5.9835,2026-09-17,28922.5,20.0
NQ,29570.0,put,5.0,0.0,-0.862,0.0004,-18.8699,5.7709,2026-09-17,28922.5,20.0
NQ,29600.0,put,379.0,0.0,-0.8728,0.0004,-17.6605,5.4546,2026-09-17,28922.5,20.0
NQ,29620.0,put,5.0,0.0,-0.8796,0.0003,-16.8633,5.2462,2026-09-17,28922.5,20.0
NQ,29650.0,put,85.0,0.0,-0.8894,0.0003,-15.6848,4.9381,2026-09-17,28922.5,20.0
NQ,29700.0,put,86.0,0.0,-0.9044,0.0003,-13.7777,4.4399,2026-09-17,28922.5,20.0
NQ,29720.0,put,1.0,0.0,-0.91,0.0003,-13.0383,4.2468,2026-09-17,28922.5,20.0
NQ,29750.0,put,528.0,0.0,-0.9179,0.0003,-11.9574,3.9647,2026-09-17,28922.5,20.0
NQ,29770.0,put,1.0,0.0,-0.9228,0.0002,-11.2569,3.7819,2026-09-17,28922.5,20.0
NQ,29800.0,put,73.0,0.0,-0.9298,0.0002,-10.2382,3.5163,2026-09-17,28922.5,20.0
NQ,29850.0,put,1.0,0.0,-0.9403,0.0002,-8.6311,3.0975,2026-09-17,28922.5,20.0
NQ,29900.0,put,38.0,0.0,-0.9495,0.0002,-7.1434,2.7103,2026-09-17,28922.5,20.0
NQ,29950.0,put,4.0,0.0,-0.9576,0.0002,-5.779,2.3556,2026-09-17,28922.5,20.0
NQ,30000.0,put,554.0,0.401,-0.8378,0.0002,-40.5576,6.4276,2026-09-17,28922.5,20.0
NQ,30050.0,put,6.0,0.0,-0.9705,0.0001,-3.4222,1.7442,2026-09-17,28922.5,20.0
NQ,30100.0,put,13.0,0.0,-0.9756,0.0001,-2.4247,1.486,2026-09-17,28922.5,20.0
NQ,30120.0,put,1.0,0.0,-0.9774,0.0001,-2.058,1.3912,2026-09-17,28922.5,20.0
NQ,30150.0,put,1.0,0.0,-0.9799,0.0001,-1.5413,1.2577,2026-09-17,28922.5,20.0
NQ,30200.0,put,32.0,0.0,-0.9835,0.0001,-0.7652,1.0576,2026-09-17,28922.5,20.0
NQ,30250.0,put,28.0,0.0,-0.9866,0.0001,-0.0888,0.8835,2026-09-17,28922.5,20.0
NQ,30300.0,put,13.0,0.0,-0.9891,0.0,0.4962,0.7333,2026-09-17,28922.5,20.0
NQ,30400.0,put,5.0,0.0,-0.9929,0.0,1.4262,0.4956,2026-09-17,28922.5,20.0
NQ,30500.0,put,262.0,0.0,-0.9954,0.0,2.0924,0.3264,2026-09-17,28922.5,20.0
NQ,30600.0,put,2.0,0.0,-0.9971,0.0,2.5568,0.2097,2026-09-17,28922.5,20.0
NQ,30700.0,put,1.0,0.0,-0.9981,0.0,2.8727,0.1313,2026-09-17,28922.5,20.0
NQ,30750.0,put,7.0,0.0,-0.9985,0.0,2.9887,0.103,2026-09-17,28922.5,20.0
NQ,30900.0,put,13.0,0.0,-0.9992,0.0,3.2207,0.0479,2026-09-17,28922.5,20.0
NQ,31000.0,put,222.0,0.0,-0.9994,0.0,3.3101,0.0279,2026-09-17,28922.5,20.0
NQ,31100.0,put,1.0,0.0,-0.9995,0.0,3.3684,0.0158,2026-09-17,28922.5,20.0
NQ,31200.0,put,1.0,0.0,-0.9996,0.0,3.4072,0.0088,2026-09-17,28922.5,20.0
NQ,31250.0,put,8.0,0.0,-0.9996,0.0,3.4218,0.0065,2026-09-17,28922.5,20.0
NQ,31500.0,put,13.0,0.0,-0.9997,0.0,3.4699,0.0013,2026-09-17,28922.5,20.0
NQ,31750.0,put,1.0,0.0,-0.9997,0.0,3.5017,0.0002,2026-09-17,28922.5,20.0
NQ,32000.0,put,10.0,0.0,-0.9997,0.0,3.5301,0.0,2026-09-17,28922.5,20.0
NQ,33000.0,put,2.0,0.0,-0.9997,0.0,3.6405,0.0,2026-09-17,28922.5,20.0
ES,5750.0,call,12.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5850.0,call,1.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5900.0,call,2.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5950.0,call,1.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6025.0,call,11.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6050.0,call,2.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6150.0,call,10.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6200.0,call,11.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6250.0,call,7.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6300.0,call,15.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6350.0,call,169.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6400.0,call,119.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6450.0,call,115.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6500.0,call,516.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6550.0,call,167.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6600.0,call,366.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6650.0,call,301.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6700.0,call,1262.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6725.0,call,194.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6750.0,call,1418.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6800.0,call,1131.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6850.0,call,1733.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6900.0,call,1858.0,0.0,0.9997,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,6950.0,call,948.0,0.9686,0.8594,0.0003,-24.856,1.5378,2026-09-17,7611.5,50.0
ES,6975.0,call,6.0,0.9423999999999999,0.8562,0.0003,-24.5621,1.5617,2026-09-17,7611.5,50.0
ES,7000.0,call,4152.0,0.9161,0.8527,0.0004,-24.2594,1.5866,2026-09-17,7611.5,50.0
ES,7025.0,call,43.0,0.8913,0.8488,0.0004,-24.0304,1.6152,2026-09-17,7611.5,50.0
ES,7050.0,call,1098.0,0.8648,0.845,0.0004,-23.707,1.642,2026-09-17,7611.5,50.0
ES,7075.0,call,49.0,0.8382,0.8409,0.0004,-23.3729,1.67,2026-09-17,7611.5,50.0
ES,7100.0,call,1615.0,0.8129000000000001,0.8363,0.0004,-23.1062,1.7019,2026-09-17,7611.5,50.0
ES,7125.0,call,62.0,0.7859999999999999,0.8317,0.0005,-22.7466,1.7324,2026-09-17,7611.5,50.0
ES,7150.0,call,815.0,0.6279,0.8698,0.0005,-15.2832,1.4588,2026-09-17,7611.5,50.0
ES,7170.0,call,1.0,0.74,0.8219,0.0005,-22.2145,1.7962,2026-09-17,7611.5,50.0
ES,7175.0,call,172.0,0.7345999999999999,0.8208,0.0005,-22.1351,1.803,2026-09-17,7611.5,50.0
ES,7200.0,call,2766.0,0.7084999999999999,0.8148,0.0005,-21.8014,1.8406,2026-09-17,7611.5,50.0
ES,7225.0,call,225.0,0.6822,0.8084,0.0006,-21.4468,1.8799,2026-09-17,7611.5,50.0
ES,7240.0,call,1.0,0.6655,0.8046,0.0006,-21.1809,1.9028,2026-09-17,7611.5,50.0
ES,7250.0,call,2304.0,0.6556000000000001,0.8015,0.0006,-21.0696,1.9211,2026-09-17,7611.5,50.0
ES,7275.0,call,166.0,0.6286999999999999,0.794,0.0007,-20.6673,1.9642,2026-09-17,7611.5,50.0
ES,7300.0,call,4190.0,0.6027,0.7854,0.0007,-20.3041,2.0119,2026-09-17,7611.5,50.0
ES,7310.0,call,2.0,0.5912,0.7821,0.0007,-20.0968,2.0297,2026-09-17,7611.5,50.0
ES,7320.0,call,7.0,0.5809000000000001,0.7783,0.0007,-19.95,2.0503,2026-09-17,7611.5,50.0
ES,7325.0,call,215.0,0.5763,0.7761,0.0008,-19.9066,2.0619,2026-09-17,7611.5,50.0
ES,7330.0,call,1.0,0.5705,0.7743,0.0008,-19.797,2.0712,2026-09-17,7611.5,50.0
ES,7340.0,call,1.0,0.56,0.7702,0.0008,-19.6374,2.0925,2026-09-17,7611.5,50.0
ES,7350.0,call,1743.0,0.5494,0.7659,0.0008,-19.471,2.1141,2026-09-17,7611.5,50.0
ES,7375.0,call,987.0,0.5231,0.7542,0.0009,-19.0533,2.1711,2026-09-17,7611.5,50.0
ES,7400.0,call,7312.0,0.2729,0.8746,0.0011,-6.4693,1.4207,2026-09-17,7611.5,50.0
ES,7410.0,call,1.0,0.48719999999999997,0.735,0.001,-18.4827,2.2583,2026-09-17,7611.5,50.0
ES,7420.0,call,10.0,0.4769,0.7289,0.001,-18.3122,2.2845,2026-09-17,7611.5,50.0
ES,7425.0,call,1017.0,0.4718,0.7257,0.001,-18.2225,2.2977,2026-09-17,7611.5,50.0
ES,7430.0,call,2.0,0.46659999999999996,0.7225,0.001,-18.1297,2.311,2026-09-17,7611.5,50.0
ES,7440.0,call,3.0,0.456,0.7158,0.0011,-17.9346,2.3378,2026-09-17,7611.5,50.0
ES,7450.0,call,4903.0,0.5199,0.6834,0.001,-21.4795,2.455,2026-09-17,7611.5,50.0
ES,7460.0,call,1.0,0.4355,0.7011,0.0012,-17.5563,2.3937,2026-09-17,7611.5,50.0
ES,7470.0,call,8.0,0.4254,0.693,0.0012,-17.3696,2.4225,2026-09-17,7611.5,50.0
ES,7475.0,call,1764.0,0.42090000000000005,0.6886,0.0012,-17.2954,2.4376,2026-09-17,7611.5,50.0
ES,7480.0,call,7.0,0.4152,0.6845,0.0012,-17.165,2.4514,2026-09-17,7611.5,50.0
ES,7485.0,call,16.0,0.4105,0.6799,0.0013,-17.081,2.4664,2026-09-17,7611.5,50.0
ES,7490.0,call,12.0,0.4057,0.6752,0.0013,-16.9916,2.4813,2026-09-17,7611.5,50.0
ES,7495.0,call,26.0,0.40090000000000003,0.6704,0.0013,-16.8967,2.4962,2026-09-17,7611.5,50.0
ES,7500.0,call,4053.0,0.18789999999999998,0.8084,0.0021,-5.9473,1.8801,2026-09-17,7611.5,50.0
ES,7505.0,call,52.0,0.391,0.6604,0.0014,-16.6897,2.5256,2026-09-17,7611.5,50.0
ES,7510.0,call,37.0,0.386,0.6553,0.0014,-16.5773,2.5401,2026-09-17,7611.5,50.0
ES,7515.0,call,24.0,0.3809,0.65,0.0014,-16.4586,2.5545,2026-09-17,7611.5,50.0
ES,7520.0,call,24.0,0.3513,0.6532,0.0015,-15.1407,2.5457,2026-09-17,7611.5,50.0
ES,7525.0,call,5333.0,0.3714,0.6386,0.0015,-16.2487,2.5836,2026-09-17,7611.5,50.0
ES,7530.0,call,55.0,0.36700000000000005,0.6326,0.0015,-16.156,2.5981,2026-09-17,7611.5,50.0
ES,7535.0,call,50.0,0.16879999999999998,0.7469,0.0027,-6.3269,2.2054,2026-09-17,7611.5,50.0
ES,7540.0,call,56.0,0.2202,0.6845,0.0023,-9.1896,2.4512,2026-09-17,7611.5,50.0
ES,7545.0,call,41.0,0.2146,0.6767,0.0024,-9.0606,2.4767,2026-09-17,7611.5,50.0
ES,7550.0,call,2835.0,0.1856,0.6872,0.0028,-7.7454,2.4424,2026-09-17,7611.5,50.0
ES,7555.0,call,38.0,0.20309999999999997,0.6597,0.0026,-8.7773,2.5279,2026-09-17,7611.5,50.0
ES,7560.0,call,71.0,0.20879999999999999,0.6427,0.0026,-9.1993,2.5733,2026-09-17,7611.5,50.0
ES,7565.0,call,43.0,0.1784,0.6496,0.003,-7.8309,2.5554,2026-09-17,7611.5,50.0
ES,7570.0,call,107.0,0.18100000000000002,0.6326,0.003,-8.0916,2.598,2026-09-17,7611.5,50.0
ES,7575.0,call,1209.0,0.1956,0.6093,0.0028,-8.9133,2.6475,2026-09-17,7611.5,50.0
ES,7580.0,call,95.0,0.18899999999999997,0.598,0.003,-8.6986,2.6681,2026-09-17,7611.5,50.0
ES,7585.0,call,33.0,0.1924,0.5817,0.0029,-8.9531,2.6937,2026-09-17,7611.5,50.0
ES,7590.0,call,97.0,0.19079999999999997,0.5674,0.003,-8.962,2.7123,2026-09-17,7611.5,50.0
ES,7595.0,call,54.0,0.201,0.5501,0.0029,-9.502,2.73,2026-09-17,7611.5,50.0
ES,7600.0,call,5935.0,0.198,0.5362,0.0029,-9.4174,2.7405,2026-09-17,7611.5,50.0
ES,7605.0,call,49.0,0.1893,0.5223,0.003,-9.0593,2.7475,2026-09-17,7611.5,50.0
ES,7610.0,call,386.0,0.18309999999999998,0.5071,0.0032,-8.8054,2.7515,2026-09-17,7611.5,50.0
ES,7615.0,call,59.0,0.1793,0.491,0.0032,-8.6521,2.7512,2026-09-17,7611.5,50.0
ES,7620.0,call,174.0,0.18710000000000002,0.4762,0.0031,-9.0148,2.7471,2026-09-17,7611.5,50.0
ES,7625.0,call,891.0,0.16899999999999998,0.456,0.0034,-8.1791,2.7353,2026-09-17,7611.5,50.0
ES,7630.0,call,228.0,0.1744,0.4411,0.0033,-8.4043,2.7221,2026-09-17,7611.5,50.0
ES,7635.0,call,69.0,0.1804,0.4275,0.0032,-8.6497,2.7066,2026-09-17,7611.5,50.0
ES,7640.0,call,595.0,0.1788,0.411,0.0032,-8.5286,2.6834,2026-09-17,7611.5,50.0
ES,7645.0,call,107.0,0.18059999999999998,0.3965,0.0031,-8.5553,2.6591,2026-09-17,7611.5,50.0
ES,7650.0,call,2880.0,0.1793,0.3804,0.0031,-8.4243,2.6275,2026-09-17,7611.5,50.0
ES,7655.0,call,46.0,0.1748,0.3617,0.0031,-8.1261,2.585,2026-09-17,7611.5,50.0
ES,7660.0,call,530.0,0.1629,0.3354,0.0032,-7.4529,2.5144,2026-09-17,7611.5,50.0
ES,7665.0,call,176.0,0.1734,0.33,0.003,-7.8549,2.4984,2026-09-17,7611.5,50.0
ES,7670.0,call,1131.0,0.1707,0.3123,0.003,-7.6015,2.4417,2026-09-17,7611.5,50.0
ES,7675.0,call,1716.0,0.17379999999999998,0.301,0.0029,-7.6278,2.4022,2026-09-17,7611.5,50.0
ES,7680.0,call,589.0,0.15960000000000002,0.2694,0.003,-6.7621,2.2786,2026-09-17,7611.5,50.0
ES,7685.0,call,152.0,0.16399999999999998,0.2606,0.0029,-6.8369,2.2406,2026-09-17,7611.5,50.0
ES,7690.0,call,564.0,0.1568,0.2365,0.0029,-6.2984,2.1279,2026-09-17,7611.5,50.0
ES,7695.0,call,74.0,0.1664,0.2364,0.0027,-6.641,2.1271,2026-09-17,7611.5,50.0
ES,7700.0,call,8260.0,0.168,0.2255,0.0026,-6.5544,2.0719,2026-09-17,7611.5,50.0
ES,7705.0,call,241.0,0.154,0.1921,0.0026,-5.6246,1.8852,2026-09-17,7611.5,50.0
ES,7710.0,call,938.0,0.1568,0.1841,0.0025,-5.5926,1.8361,2026-09-17,7611.5,50.0
ES,7715.0,call,172.0,0.1567,0.172,0.0024,-5.3978,1.7589,2026-09-17,7611.5,50.0
ES,7720.0,call,617.0,0.1555,0.1588,0.0023,-5.149,1.6708,2026-09-17,7611.5,50.0
